customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST-0082463,-19,2,3777.29,4,2,2,8,Mid-Value
CUST-0082469,226,3,4562.96,1,3,3,7,Mid-Value
CUST-0082489,171,2,3217.67,1,2,2,5,Low-Value
CUST-0082501,-28,3,5756.1,4,3,4,11,High-Value
CUST-0082514,147,4,4039.03,2,4,3,9,Mid-Value
CUST-0082528,23,2,2478.2799999999997,3,2,1,6,Low-Value
CUST-0082533,51,3,5833.16,3,3,4,10,High-Value
CUST-0082555,-11,2,3126.6400000000003,4,2,2,8,Mid-Value
CUST-0082570,112,3,5281.32,2,3,3,8,Mid-Value
CUST-0082579,45,2,3965.83,3,2,2,7,Mid-Value
CUST-0082592,108,2,2902.3999999999996,2,2,2,6,Low-Value
CUST-0082605,137,4,5866.85,2,4,4,10,High-Value
CUST-0082618,104,6,10181.02,2,4,4,10,High-Value
CUST-0082638,66,6,11056.66,3,4,4,11,High-Value
CUST-0082644,70,4,7032.33,3,4,4,11,High-Value
CUST-0082659,-21,3,4792.42,4,3,3,10,High-Value
CUST-0082707,33,3,4257.219999999999,3,3,3,9,Mid-Value
CUST-0082717,197,2,1658.17,1,2,1,4,Low-Value
CUST-0082758,150,2,3103.7,2,2,2,6,Low-Value
CUST-0082787,-45,4,5090.54,4,4,3,11,High-Value
CUST-0082792,94,2,2135.2400000000002,2,2,1,5,Low-Value
CUST-0082809,8,4,5182.05,3,4,3,10,High-Value
CUST-0082820,-22,3,3842.01,4,3,2,9,Mid-Value
CUST-0082827,-34,4,6024.49,4,4,4,12,High-Value
CUST-0082834,194,2,2139.26,1,2,1,4,Low-Value
CUST-0082854,156,5,5477.71,2,4,3,9,Mid-Value
CUST-0082875,52,3,2920.2400000000002,3,3,2,8,Mid-Value
CUST-0082882,45,2,3001.63,3,2,2,7,Mid-Value
CUST-0082890,228,2,4334.87,1,2,3,6,Low-Value
CUST-0082891,-39,3,4470.66,4,3,3,10,High-Value
CUST-0082913,6,4,6112.97,3,4,4,11,High-Value
CUST-0082938,-21,1,1491.16,4,1,1,6,Low-Value
CUST-0082963,25,4,5337.18,3,4,3,10,High-Value
CUST-0082965,2,4,7734.41,3,4,4,11,High-Value
CUST-0083030,214,2,4025.8599999999997,1,2,3,6,Low-Value
CUST-0083032,-33,4,7460.26,4,4,4,12,High-Value
CUST-0083037,-30,2,4133.45,4,2,3,9,Mid-Value
CUST-0083082,111,4,4853.400000000001,2,4,3,9,Mid-Value
CUST-0083109,229,3,5283.78,1,3,3,7,Mid-Value
CUST-0083129,-42,2,3116.31,4,2,2,8,Mid-Value
CUST-0083163,70,2,4174.77,3,2,3,8,Mid-Value
CUST-0083167,108,3,5373.33,2,3,3,8,Mid-Value
CUST-0083170,171,3,6569.6900000000005,1,3,4,8,Mid-Value
CUST-0083180,345,1,1715.5,1,1,1,3,Low-Value
CUST-0083187,199,3,3810.1099999999997,1,3,2,6,Low-Value
CUST-0083208,-38,3,4496.08,4,3,3,10,High-Value
CUST-0083222,-42,4,5916.8099999999995,4,4,4,12,High-Value
CUST-0083257,48,2,2489.74,3,2,1,6,Low-Value
CUST-0083277,59,2,2545.95,3,2,1,6,Low-Value
CUST-0083298,262,3,5559.46,1,3,3,7,Mid-Value
CUST-0083308,-43,4,5773.59,4,4,4,12,High-Value
CUST-0083382,73,4,6438.32,3,4,4,11,High-Value
CUST-0083391,106,1,1179.18,2,1,1,4,Low-Value
CUST-0083392,-45,3,3901.83,4,3,2,9,Mid-Value
CUST-0083401,73,6,9070.5,3,4,4,11,High-Value
CUST-0083462,88,1,1411.93,2,1,1,4,Low-Value
CUST-0083498,107,5,5937.08,2,4,4,10,High-Value
CUST-0083511,-13,3,5863.469999999999,4,3,4,11,High-Value
CUST-0083512,196,2,4092.72,1,2,3,6,Low-Value
CUST-0083514,243,2,2801.92,1,2,2,5,Low-Value
CUST-0083550,122,4,4817.13,2,4,3,9,Mid-Value
CUST-0083562,170,6,8401.48,2,4,4,10,High-Value
CUST-0083571,39,2,3336.38,3,2,2,7,Mid-Value
CUST-0083575,343,1,1302.22,1,1,1,3,Low-Value
CUST-0083631,189,2,2406.22,1,2,1,4,Low-Value
CUST-0083633,-32,2,2086.76,4,2,1,7,Mid-Value
CUST-0083665,138,3,3762.96,2,3,2,7,Mid-Value
CUST-0083681,156,6,6700.97,2,4,4,10,High-Value
CUST-0083682,137,2,3495.85,2,2,2,6,Low-Value
CUST-0083714,-14,3,4374.43,4,3,3,10,High-Value
CUST-0083716,218,3,4282.21,1,3,3,7,Mid-Value
CUST-0083747,-45,5,6657.7,4,4,4,12,High-Value
CUST-0083775,82,4,5625.22,2,4,4,10,High-Value
CUST-0083825,10,2,2792.18,3,2,2,7,Mid-Value
CUST-0083828,242,2,3086.45,1,2,2,5,Low-Value
CUST-0083843,169,3,5596.55,2,3,3,8,Mid-Value
CUST-0083855,171,3,5535.6,1,3,3,7,Mid-Value
CUST-0083859,-20,2,2893.9,4,2,2,8,Mid-Value
CUST-0083863,-12,3,4683.51,4,3,3,10,High-Value
CUST-0083870,177,5,6622.2,1,4,4,9,Mid-Value
CUST-0083877,144,3,5075.0,2,3,3,8,Mid-Value
CUST-0083880,20,1,1659.08,3,1,1,5,Low-Value
CUST-0083895,310,3,6007.8099999999995,1,3,4,8,Mid-Value
CUST-0083952,93,5,7759.540000000001,2,4,4,10,High-Value
CUST-0083956,86,5,8592.03,2,4,4,10,High-Value
CUST-0083971,47,1,1717.44,3,1,1,5,Low-Value
CUST-0083999,52,6,9493.35,3,4,4,11,High-Value
CUST-0084020,-36,3,4668.7,4,3,3,10,High-Value
CUST-0084039,-19,3,3295.85,4,3,2,9,Mid-Value
CUST-0084051,11,4,4864.0,3,4,3,10,High-Value
CUST-0084055,22,4,6711.68,3,4,4,11,High-Value
CUST-0084057,234,2,2854.59,1,2,2,5,Low-Value
CUST-0084080,52,2,3012.6400000000003,3,2,2,7,Mid-Value
CUST-0084091,-14,4,7879.29,4,4,4,12,High-Value
CUST-0084112,233,3,4944.07,1,3,3,7,Mid-Value
CUST-0084114,-36,1,1402.72,4,1,1,6,Low-Value
CUST-0084141,6,4,4865.610000000001,3,4,3,10,High-Value
CUST-0084212,98,2,3903.4300000000003,2,2,2,6,Low-Value
CUST-0084229,292,2,3562.8,1,2,2,5,Low-Value
CUST-0084234,130,3,5237.710000000001,2,3,3,8,Mid-Value
CUST-0084248,68,2,3356.66,3,2,2,7,Mid-Value
CUST-0084269,97,3,3780.6800000000003,2,3,2,7,Mid-Value
CUST-0084270,160,2,1667.94,2,2,1,5,Low-Value
CUST-0084281,-42,4,5133.03,4,4,3,11,High-Value
CUST-0084288,-37,3,4298.2,4,3,3,10,High-Value
CUST-0084370,91,2,2468.95,2,2,1,5,Low-Value
CUST-0084396,-24,2,1621.47,4,2,1,7,Mid-Value
CUST-0084406,160,3,3172.0,2,3,2,7,Mid-Value
CUST-0084421,156,4,5130.96,2,4,3,9,Mid-Value
CUST-0084422,83,5,6525.070000000001,2,4,4,10,High-Value
CUST-0084423,89,3,4623.19,2,3,3,8,Mid-Value
CUST-0084451,11,3,4851.37,3,3,3,9,Mid-Value
CUST-0084464,28,2,1502.58,3,2,1,6,Low-Value
CUST-0084477,264,3,4787.77,1,3,3,7,Mid-Value
CUST-0084515,159,1,333.95,2,1,1,4,Low-Value
CUST-0084525,16,7,9093.49,3,4,4,11,High-Value
CUST-0084580,65,4,7667.05,3,4,4,11,High-Value
CUST-0084593,86,3,4130.6,2,3,3,8,Mid-Value
CUST-0084622,244,2,2785.1,1,2,2,5,Low-Value
CUST-0084641,-45,3,4667.38,4,3,3,10,High-Value
CUST-0084669,137,3,4476.95,2,3,3,8,Mid-Value
CUST-0084692,95,6,10384.369999999999,2,4,4,10,High-Value
CUST-0084713,27,2,3862.4,3,2,2,7,Mid-Value
CUST-0084746,33,5,5641.34,3,4,4,11,High-Value
CUST-0084752,-19,2,2988.37,4,2,2,8,Mid-Value
CUST-0084790,112,1,1226.07,2,1,1,4,Low-Value
CUST-0084793,25,3,5361.59,3,3,3,9,Mid-Value
CUST-0084831,71,3,5408.73,3,3,3,9,Mid-Value
CUST-0084878,-29,3,3871.76,4,3,2,9,Mid-Value
CUST-0084880,102,4,4600.61,2,4,3,9,Mid-Value
CUST-0084883,243,2,4942.28,1,2,3,6,Low-Value
CUST-0084920,33,4,7678.55,3,4,4,11,High-Value
CUST-0084927,28,3,4206.3099999999995,3,3,3,9,Mid-Value
CUST-0084938,114,8,12797.29,2,4,4,10,High-Value
CUST-0084943,13,3,5662.15,3,3,4,10,High-Value
CUST-0084966,247,2,3111.81,1,2,2,5,Low-Value
CUST-0085038,-44,3,4449.4,4,3,3,10,High-Value
CUST-0085097,121,4,5772.14,2,4,4,10,High-Value
CUST-0085098,120,6,8734.39,2,4,4,10,High-Value
CUST-0085122,35,2,3975.25,3,2,2,7,Mid-Value
CUST-0085138,146,1,2779.7,2,1,2,5,Low-Value
CUST-0085144,-15,2,3522.49,4,2,2,8,Mid-Value
CUST-0085147,-35,9,13705.06,4,4,4,12,High-Value
CUST-0085172,-3,2,3674.66,4,2,2,8,Mid-Value
CUST-0085189,-32,2,4085.0299999999997,4,2,3,9,Mid-Value
CUST-0085192,-1,4,5202.88,4,4,3,11,High-Value
CUST-0085208,86,6,10665.99,2,4,4,10,High-Value
CUST-0085219,11,1,1358.67,3,1,1,5,Low-Value
CUST-0085233,149,3,4018.78,2,3,3,8,Mid-Value
CUST-0085239,295,2,2934.12,1,2,2,5,Low-Value
CUST-0085244,5,2,2199.64,3,2,1,6,Low-Value
CUST-0085246,-1,3,3787.69,4,3,2,9,Mid-Value
CUST-0085260,-35,3,5355.5599999999995,4,3,3,10,High-Value
CUST-0085266,272,2,3808.4,1,2,2,5,Low-Value
CUST-0085271,150,2,2378.12,2,2,1,5,Low-Value
CUST-0085274,263,3,3314.96,1,3,2,6,Low-Value
CUST-0085279,183,3,4871.450000000001,1,3,3,7,Mid-Value
CUST-0085282,9,3,4012.8,3,3,3,9,Mid-Value
CUST-0085291,277,3,4957.78,1,3,3,7,Mid-Value
CUST-0085311,286,2,2566.25,1,2,2,5,Low-Value
CUST-0085339,-33,4,7098.12,4,4,4,12,High-Value
CUST-0085369,15,1,1753.08,3,1,1,5,Low-Value
CUST-0085431,-31,5,7958.929999999999,4,4,4,12,High-Value
CUST-0085466,49,3,2571.7,3,3,2,8,Mid-Value
CUST-0085467,265,2,3238.88,1,2,2,5,Low-Value
CUST-0085480,182,3,4001.25,1,3,3,7,Mid-Value
CUST-0085481,228,1,2016.86,1,1,1,3,Low-Value
CUST-0085489,184,2,2841.87,1,2,2,5,Low-Value
CUST-0085496,-35,2,2222.87,4,2,1,7,Mid-Value
CUST-0085507,51,4,4142.0,3,4,3,10,High-Value
CUST-0085509,36,5,8678.44,3,4,4,11,High-Value
CUST-0085519,39,2,2670.37,3,2,2,7,Mid-Value
CUST-0085531,-29,3,3754.8500000000004,4,3,2,9,Mid-Value
CUST-0085558,253,2,1517.34,1,2,1,4,Low-Value
CUST-0085574,5,3,4032.4300000000003,3,3,3,9,Mid-Value
CUST-0085578,292,3,4118.44,1,3,3,7,Mid-Value
CUST-0085583,21,2,1837.61,3,2,1,6,Low-Value
CUST-0085679,109,2,2314.21,2,2,1,5,Low-Value
CUST-0085682,135,3,5748.32,2,3,4,9,Mid-Value
CUST-0085684,108,3,6844.11,2,3,4,9,Mid-Value
CUST-0085690,45,3,3561.04,3,3,2,8,Mid-Value
CUST-0085693,144,6,10653.05,2,4,4,10,High-Value
CUST-0085705,236,2,3003.12,1,2,2,5,Low-Value
CUST-0085711,-43,3,2967.61,4,3,2,9,Mid-Value
CUST-0085738,124,3,3474.71,2,3,2,7,Mid-Value
CUST-0085739,-11,1,2906.59,4,1,2,7,Mid-Value
CUST-0085743,301,2,2003.1000000000001,1,2,1,4,Low-Value
CUST-0085746,21,1,1545.3,3,1,1,5,Low-Value
CUST-0085752,-8,2,2150.59,4,2,1,7,Mid-Value
CUST-0085801,185,4,5455.5,1,4,3,8,Mid-Value
CUST-0085812,140,2,2219.12,2,2,1,5,Low-Value
CUST-0085820,76,3,5101.69,3,3,3,9,Mid-Value
CUST-0085829,-9,5,6986.48,4,4,4,12,High-Value
CUST-0085841,-12,1,2387.19,4,1,1,6,Low-Value
CUST-0085872,137,2,2696.96,2,2,2,6,Low-Value
CUST-0085888,-21,7,7940.07,4,4,4,12,High-Value
CUST-0085898,73,3,4015.01,3,3,3,9,Mid-Value
CUST-0085903,220,2,2900.84,1,2,2,5,Low-Value
CUST-0085913,92,2,2593.33,2,2,2,6,Low-Value
CUST-0085927,57,3,5399.93,3,3,3,9,Mid-Value
CUST-0085931,-44,7,10001.36,4,4,4,12,High-Value
CUST-0085949,186,1,1470.28,1,1,1,3,Low-Value
CUST-0086018,174,2,2996.6800000000003,1,2,2,5,Low-Value
CUST-0086024,-17,5,8331.43,4,4,4,12,High-Value
CUST-0086050,180,4,5660.42,1,4,4,9,Mid-Value
CUST-0086063,71,2,2396.41,3,2,1,6,Low-Value
CUST-0086067,-5,1,1472.49,4,1,1,6,Low-Value
CUST-0086089,-14,4,6471.09,4,4,4,12,High-Value
CUST-0086092,-2,1,1735.77,4,1,1,6,Low-Value
CUST-0086098,-41,1,3056.13,4,1,2,7,Mid-Value
CUST-0086135,128,1,2522.24,2,1,1,4,Low-Value
CUST-0086138,26,2,2690.3199999999997,3,2,2,7,Mid-Value
CUST-0086145,20,6,9444.58,3,4,4,11,High-Value
CUST-0086166,-19,5,9577.52,4,4,4,12,High-Value
CUST-0086199,-21,1,1360.17,4,1,1,6,Low-Value
CUST-0086206,-34,2,3490.09,4,2,2,8,Mid-Value
CUST-0086240,123,6,7392.54,2,4,4,10,High-Value
CUST-0086247,-14,3,5701.1,4,3,4,11,High-Value
CUST-0086248,1,5,7528.030000000001,3,4,4,11,High-Value
CUST-0086265,23,1,2158.17,3,1,1,5,Low-Value
CUST-0086267,-8,2,1292.27,4,2,1,7,Mid-Value
CUST-0086271,-39,2,1762.16,4,2,1,7,Mid-Value
CUST-0086310,-16,2,3383.3500000000004,4,2,2,8,Mid-Value
CUST-0086312,198,2,3528.51,1,2,2,5,Low-Value
CUST-0086318,195,3,3241.4700000000003,1,3,2,6,Low-Value
CUST-0086336,-13,2,1828.4,4,2,1,7,Mid-Value
CUST-0086346,182,1,1293.2,1,1,1,3,Low-Value
CUST-0086365,-21,3,3129.56,4,3,2,9,Mid-Value
CUST-0086383,163,2,5508.2,2,2,3,7,Mid-Value
CUST-0086397,105,2,2203.1800000000003,2,2,1,5,Low-Value
CUST-0086431,318,4,6345.23,1,4,4,9,Mid-Value
CUST-0086432,-29,4,6419.29,4,4,4,12,High-Value
CUST-0086448,-27,3,2949.05,4,3,2,9,Mid-Value
CUST-0086463,13,4,5227.79,3,4,3,10,High-Value
CUST-0086493,21,4,3102.59,3,4,2,9,Mid-Value
CUST-0086536,224,1,1956.01,1,1,1,3,Low-Value
CUST-0086555,182,2,2787.4700000000003,1,2,2,5,Low-Value
CUST-0086586,258,2,1717.64,1,2,1,4,Low-Value
CUST-0086645,-31,1,2392.22,4,1,1,6,Low-Value
CUST-0086680,-34,2,3771.71,4,2,2,8,Mid-Value
CUST-0086721,-11,2,3312.84,4,2,2,8,Mid-Value
CUST-0086722,-19,1,1575.45,4,1,1,6,Low-Value
CUST-0086728,55,4,4712.01,3,4,3,10,High-Value
CUST-0086744,-21,3,6173.66,4,3,4,11,High-Value
CUST-0086800,103,4,5057.860000000001,2,4,3,9,Mid-Value
CUST-0086843,205,2,3218.8900000000003,1,2,2,5,Low-Value
CUST-0086852,261,1,1737.01,1,1,1,3,Low-Value
CUST-0086896,-16,3,3064.83,4,3,2,9,Mid-Value
CUST-0086927,133,3,2786.56,2,3,2,7,Mid-Value
CUST-0086928,156,2,4333.29,2,2,3,7,Mid-Value
CUST-0086941,77,3,4091.09,3,3,3,9,Mid-Value
CUST-0086955,106,2,2298.2799999999997,2,2,1,5,Low-Value
CUST-0086960,-8,1,2411.09,4,1,1,6,Low-Value
CUST-0086998,59,2,1627.85,3,2,1,6,Low-Value
CUST-0087002,-16,2,2310.05,4,2,1,7,Mid-Value
CUST-0087003,50,4,8336.37,3,4,4,11,High-Value
CUST-0087014,143,2,2901.58,2,2,2,6,Low-Value
CUST-0087054,102,5,7427.42,2,4,4,10,High-Value
CUST-0087067,128,2,2524.41,2,2,1,5,Low-Value
CUST-0087070,104,4,5780.400000000001,2,4,4,10,High-Value
CUST-0087092,45,3,3792.29,3,3,2,8,Mid-Value
CUST-0087154,97,5,8262.380000000001,2,4,4,10,High-Value
CUST-0087168,323,2,3542.8199999999997,1,2,2,5,Low-Value
CUST-0087181,30,2,2614.8599999999997,3,2,2,7,Mid-Value
CUST-0087204,3,2,1946.79,3,2,1,6,Low-Value
CUST-0087205,82,6,9273.58,2,4,4,10,High-Value
CUST-0087209,160,4,6349.08,2,4,4,10,High-Value
CUST-0087221,8,2,2395.72,3,2,1,6,Low-Value
CUST-0087262,243,1,1317.3,1,1,1,3,Low-Value
CUST-0087290,-36,2,2902.74,4,2,2,8,Mid-Value
CUST-0087308,291,2,3237.61,1,2,2,5,Low-Value
CUST-0087333,212,4,6345.24,1,4,4,9,Mid-Value
CUST-0087361,145,5,9002.4,2,4,4,10,High-Value
CUST-0087372,19,1,1950.69,3,1,1,5,Low-Value
CUST-0087382,-4,3,4081.71,4,3,3,10,High-Value
CUST-0087427,129,2,3513.89,2,2,2,6,Low-Value
CUST-0087451,79,3,5186.84,2,3,3,8,Mid-Value
CUST-0087477,-26,4,5074.99,4,4,3,11,High-Value
CUST-0087490,0,4,4190.0,3,4,3,10,High-Value
CUST-0087599,164,2,3911.99,2,2,2,6,Low-Value
CUST-0087610,100,2,1483.28,2,2,1,5,Low-Value
CUST-0087625,98,5,8525.98,2,4,4,10,High-Value
CUST-0087684,6,3,5733.42,3,3,4,10,High-Value
CUST-0087688,12,6,9703.03,3,4,4,11,High-Value
CUST-0087711,27,1,1924.67,3,1,1,5,Low-Value
CUST-0087728,-24,2,2185.8900000000003,4,2,1,7,Mid-Value
CUST-0087741,-10,6,8061.33,4,4,4,12,High-Value
CUST-0087766,-33,2,2818.06,4,2,2,8,Mid-Value
CUST-0087811,179,4,5457.4,1,4,3,8,Mid-Value
CUST-0087812,139,2,3003.5,2,2,2,6,Low-Value
CUST-0087816,228,2,4323.45,1,2,3,6,Low-Value
CUST-0087829,206,1,1914.46,1,1,1,3,Low-Value
CUST-0087862,64,2,3015.34,3,2,2,7,Mid-Value
CUST-0087868,-40,4,5408.9400000000005,4,4,3,11,High-Value
CUST-0087941,171,4,8228.67,1,4,4,9,Mid-Value
CUST-0087948,99,5,8536.7,2,4,4,10,High-Value
CUST-0087973,-25,2,2543.52,4,2,1,7,Mid-Value
CUST-0087984,300,3,4670.38,1,3,3,7,Mid-Value
CUST-0088007,277,3,3649.74,1,3,2,6,Low-Value
CUST-0088015,190,5,5983.400000000001,1,4,4,9,Mid-Value
CUST-0088019,93,3,5276.49,2,3,3,8,Mid-Value
CUST-0088032,173,4,7196.73,1,4,4,9,Mid-Value
CUST-0088062,-14,2,3209.0299999999997,4,2,2,8,Mid-Value
CUST-0088088,4,4,7112.450000000001,3,4,4,11,High-Value
CUST-0088095,73,4,5111.73,3,4,3,10,High-Value
CUST-0088135,-16,3,4120.48,4,3,3,10,High-Value
CUST-0088185,20,2,4542.8099999999995,3,2,3,8,Mid-Value
CUST-0088193,-42,7,9936.32,4,4,4,12,High-Value
CUST-0088201,239,3,5166.08,1,3,3,7,Mid-Value
CUST-0088229,-38,2,2643.45,4,2,2,8,Mid-Value
CUST-0088236,105,1,1107.17,2,1,1,4,Low-Value
CUST-0088278,285,3,4764.31,1,3,3,7,Mid-Value
CUST-0088284,24,3,3534.9799999999996,3,3,2,8,Mid-Value
CUST-0088349,-16,1,1295.51,4,1,1,6,Low-Value
CUST-0088352,107,4,4600.58,2,4,3,9,Mid-Value
CUST-0088411,-34,1,2072.37,4,1,1,6,Low-Value
CUST-0088420,266,2,3084.12,1,2,2,5,Low-Value
CUST-0088437,7,4,6012.370000000001,3,4,4,11,High-Value
CUST-0088456,-10,4,4519.12,4,4,3,11,High-Value
CUST-0088461,74,4,3991.5099999999998,3,4,3,10,High-Value
CUST-0088467,102,2,3762.8999999999996,2,2,2,6,Low-Value
CUST-0088482,256,3,4531.9,1,3,3,7,Mid-Value
CUST-0088505,224,2,2439.42,1,2,1,4,Low-Value
CUST-0088539,-33,5,2685.09,4,4,2,10,High-Value
CUST-0088587,38,4,5036.66,3,4,3,10,High-Value
CUST-0088605,144,2,1902.69,2,2,1,5,Low-Value
CUST-0088615,188,4,6209.64,1,4,4,9,Mid-Value
CUST-0088659,70,5,6193.08,3,4,4,11,High-Value
CUST-0088683,224,3,3551.0699999999997,1,3,2,6,Low-Value
CUST-0088702,124,4,7064.719999999999,2,4,4,10,High-Value
CUST-0088723,-3,2,3123.6,4,2,2,8,Mid-Value
CUST-0088757,61,5,7080.93,3,4,4,11,High-Value
CUST-0088773,232,2,1729.15,1,2,1,4,Low-Value
CUST-0088815,128,5,7923.280000000001,2,4,4,10,High-Value
CUST-0088882,-41,2,4149.85,4,2,3,9,Mid-Value
CUST-0088891,111,4,6656.179999999999,2,4,4,10,High-Value
CUST-0088906,140,4,5185.13,2,4,3,9,Mid-Value
CUST-0088932,141,3,4414.48,2,3,3,8,Mid-Value
CUST-0088948,145,2,3320.84,2,2,2,6,Low-Value
CUST-0088971,29,3,3906.3,3,3,2,8,Mid-Value
CUST-0088976,-16,2,4329.43,4,2,3,9,Mid-Value
CUST-0088983,49,4,5525.88,3,4,3,10,High-Value
CUST-0089022,-14,6,6626.79,4,4,4,12,High-Value
CUST-0089025,217,1,865.6,1,1,1,3,Low-Value
CUST-0089046,110,2,3474.09,2,2,2,6,Low-Value
CUST-0089050,117,2,4386.88,2,2,3,7,Mid-Value
CUST-0089079,-41,4,4269.63,4,4,3,11,High-Value
CUST-0089086,236,2,1931.97,1,2,1,4,Low-Value
CUST-0089109,170,2,3156.79,2,2,2,6,Low-Value
CUST-0089168,-3,3,4900.4,4,3,3,10,High-Value
CUST-0089189,196,2,3440.0,1,2,2,5,Low-Value
CUST-0089225,110,2,4139.55,2,2,3,7,Mid-Value
CUST-0089260,-20,4,6651.53,4,4,4,12,High-Value
CUST-0089277,212,3,5477.26,1,3,3,7,Mid-Value
CUST-0089326,-40,3,3752.55,4,3,2,9,Mid-Value
CUST-0089357,194,4,5007.97,1,4,3,8,Mid-Value
CUST-0089378,195,1,1108.56,1,1,1,3,Low-Value
CUST-0089400,141,4,6922.88,2,4,4,10,High-Value
CUST-0089421,68,6,10295.05,3,4,4,11,High-Value
CUST-0089440,60,2,1443.1,3,2,1,6,Low-Value
CUST-0089464,192,1,2078.83,1,1,1,3,Low-Value
CUST-0089476,66,2,832.77,3,2,1,6,Low-Value
CUST-0089481,46,3,4811.3099999999995,3,3,3,9,Mid-Value
CUST-0089488,-40,4,5298.299999999999,4,4,3,11,High-Value
CUST-0089492,71,3,4338.6900000000005,3,3,3,9,Mid-Value
CUST-0089512,136,3,5403.96,2,3,3,8,Mid-Value
CUST-0089532,70,1,1263.6,3,1,1,5,Low-Value
CUST-0089536,249,2,2505.43,1,2,1,4,Low-Value
CUST-0089548,-16,3,4904.63,4,3,3,10,High-Value
CUST-0089604,173,1,549.88,1,1,1,3,Low-Value
CUST-0089619,16,1,1270.79,3,1,1,5,Low-Value
CUST-0089634,24,3,4954.43,3,3,3,9,Mid-Value
CUST-0089640,-44,7,10817.25,4,4,4,12,High-Value
CUST-0089646,15,2,3499.5,3,2,2,7,Mid-Value
CUST-0089659,37,5,8950.22,3,4,4,11,High-Value
CUST-0089661,-20,3,4256.93,4,3,3,10,High-Value
CUST-0089676,48,2,1474.44,3,2,1,6,Low-Value
CUST-0089700,88,4,5414.27,2,4,3,9,Mid-Value
CUST-0089705,-25,3,3585.3,4,3,2,9,Mid-Value
CUST-0089713,187,1,1453.2,1,1,1,3,Low-Value
CUST-0089731,87,2,3189.34,2,2,2,6,Low-Value
CUST-0089734,-40,2,2619.27,4,2,2,8,Mid-Value
CUST-0089747,20,4,4772.74,3,4,3,10,High-Value
CUST-0089798,109,3,3130.84,2,3,2,7,Mid-Value
CUST-0089817,5,1,2420.09,3,1,1,5,Low-Value
CUST-0089819,93,2,3514.0,2,2,2,6,Low-Value
CUST-0089856,140,2,3317.03,2,2,2,6,Low-Value
CUST-0089871,-18,3,4127.01,4,3,3,10,High-Value
CUST-0089888,101,3,5786.24,2,3,4,9,Mid-Value
CUST-0089912,183,4,3931.81,1,4,2,7,Mid-Value
CUST-0089966,112,3,3308.46,2,3,2,7,Mid-Value
CUST-0089971,16,4,4179.58,3,4,3,10,High-Value
CUST-0089973,-37,5,6942.889999999999,4,4,4,12,High-Value
CUST-0090000,19,2,2864.11,3,2,2,7,Mid-Value
CUST-0090017,261,2,3421.46,1,2,2,5,Low-Value
CUST-0090021,257,2,1725.65,1,2,1,4,Low-Value
CUST-0090037,-32,2,3091.9700000000003,4,2,2,8,Mid-Value
CUST-0090047,-19,3,6443.44,4,3,4,11,High-Value
CUST-0090134,22,2,2446.0,3,2,1,6,Low-Value
CUST-0090136,123,5,9496.08,2,4,4,10,High-Value
CUST-0090158,72,2,2891.24,3,2,2,7,Mid-Value
CUST-0090167,-30,1,573.29,4,1,1,6,Low-Value
CUST-0090175,30,3,5410.2,3,3,3,9,Mid-Value
CUST-0090202,114,4,5087.73,2,4,3,9,Mid-Value
CUST-0090210,30,1,1036.57,3,1,1,5,Low-Value
CUST-0090223,16,3,4349.17,3,3,3,9,Mid-Value
CUST-0090224,154,3,3976.75,2,3,2,7,Mid-Value
CUST-0090236,332,1,2212.6,1,1,1,3,Low-Value
CUST-0090243,34,3,2989.7700000000004,3,3,2,8,Mid-Value
CUST-0090259,292,1,1508.73,1,1,1,3,Low-Value
CUST-0090264,150,1,554.31,2,1,1,4,Low-Value
CUST-0090274,85,2,2533.35,2,2,1,5,Low-Value
CUST-0090287,303,1,1904.84,1,1,1,3,Low-Value
CUST-0090290,0,1,1047.9,3,1,1,5,Low-Value
CUST-0090335,295,3,5288.17,1,3,3,7,Mid-Value
CUST-0090340,-39,2,2928.08,4,2,2,8,Mid-Value
CUST-0090345,-11,1,1771.22,4,1,1,6,Low-Value
CUST-0090359,-12,1,599.52,4,1,1,6,Low-Value
CUST-0090366,256,4,5407.41,1,4,3,8,Mid-Value
CUST-0090381,25,1,1920.09,3,1,1,5,Low-Value
CUST-0090385,136,3,5247.69,2,3,3,8,Mid-Value
CUST-0090388,28,1,1840.11,3,1,1,5,Low-Value
CUST-0090391,113,4,7547.54,2,4,4,10,High-Value
CUST-0090420,151,3,3654.59,2,3,2,7,Mid-Value
CUST-0090429,-16,4,5836.110000000001,4,4,4,12,High-Value
CUST-0090456,143,2,2783.6400000000003,2,2,2,6,Low-Value
CUST-0090457,179,5,7600.41,1,4,4,9,Mid-Value
CUST-0090468,98,3,4035.88,2,3,3,8,Mid-Value
CUST-0090495,81,3,3970.3499999999995,2,3,2,7,Mid-Value
CUST-0090528,-15,3,4579.57,4,3,3,10,High-Value
CUST-0090548,-15,2,2113.74,4,2,1,7,Mid-Value
CUST-0090565,-39,3,3880.4700000000003,4,3,2,9,Mid-Value
CUST-0090575,12,4,7062.46,3,4,4,11,High-Value
CUST-0090620,-36,4,5465.2,4,4,3,11,High-Value
CUST-0090630,178,4,4333.13,1,4,3,8,Mid-Value
CUST-0090658,-23,3,4542.24,4,3,3,10,High-Value
CUST-0090662,168,3,4210.719999999999,2,3,3,8,Mid-Value
